title,price,sales,seller_rating,CPU,cores,RAM,size_of_RAM_GB,size_of_HDD_GB,size_of_SSD_GB,Видеопроцессор,Операционная система,Страна производства,Гарантийный срок(мес.)
Игровой Компьютер Robotcomp М16 2.0 Bluetooth V3 Plus,88144₽,0,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce GTX 1660,0,0,36
Игровой Компьютер Robotcomp М16 2.0 Bluetooth V1 Plus,76850₽,0,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce GTX 1660,2,0,36
Игровой Компьютер Robotcomp M16 2.0 Bluetooth V2,77592₽,0,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce GTX 1660,0,0,36
Игровой Компьютер Robotcomp М16 3.0 Bluetooth V1,71680₽,0,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce RTX 3050,2,0,36
Игровой Компьютер Robotcomp М16 3.0 Bluetooth V1 Plus,74880₽,0,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3050,2,0,36
Игровой Компьютер Robotcomp М16 3.0 Bluetooth V1 Plus,76050₽,0,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3050,2,0,36
Мощный Компьютер Robotcomp М16 3.0 Bluetooth V3 Plus,75992₽,0,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой Компьютер Robotcomp М16 3.0 Bluetooth V3,86660₽,0,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой Компьютер Robotcomp М16 3.0 Bluetooth V1,71680₽,0,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce RTX 3050,2,0,36
Игровой Компьютер Robotcomp М16 3.0 Bluetooth V2,82460₽,0,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой Компьютер Robotcomp М16 3.0 Bluetooth V2,82460₽,0,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой Компьютер Robotcomp М16 3.0 Bluetooth V2 Plus,72152₽,0,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой Компьютер Robotcomp М16 3.0 Bluetooth V3 Plus,75992₽,0,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Мощный Компьютер Robotcomp М16 3.0 Bluetooth V2 Plus,74704₽,0,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой Компьютер Robotcomp М16 3.0 Bluetooth V3,86660₽,0,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Мощный Игровой Компьютер Robotcomp Анаконда Bluetooth V1,80520₽,0,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,2,0,36
Мощный Игровой ПК Robotcomp Анаконда Bluetooth V1 Plus,84150₽,0,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,2,0,36
Мощный Игровой Компьютер Robotcomp Анаконда Bluetooth V1,80520₽,0,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,2,0,36
Мощный Игровой Компьютер Robotcomp Анаконда Bluetooth V2,83979₽,0,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,0,0,36
Мощный Игровой Компьютер Robotcomp Анаконда Bluetooth V3,85380₽,0,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,0,0,36
Мощный Игровой Компьютер Robotcomp Анаконда Bluetooth V2,83979₽,Купили менее 5 раз,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,0,0,36
Мощный Игровой Компьютер Robotcomp Анаконда Bluetooth V3,85380₽,0,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,0,0,36
Мощный Игровой ПК Robotcomp Анаконда Bluetooth V2 Plus,87872₽,0,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,0,0,36
Мощный Игровой ПК Robotcomp Анаконда Bluetooth V3 Plus,88380₽,0,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,0,0,36
 Игровой Компьютер PC Store,59990₽,0,4.5,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GTX 1660,0,не указано,36
"Компьютер AMD Ryzen 5 4600G, 16GB, Radeon VEGA 7, 480GB",38000₽,0,4.5,AMD Ryzen 5,6,не заполнено,16,,500.0,AMD Radeon Vega 7,0,не указано,0
Мощный Игровой Компьютер Robotcomp Анаконда 2.0 Bluetooth V2,115580₽,0,4.7,Intel Core i5,10,1,16,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Мощный Игровой ПК Robotcomp Анаконда 2.0 Bluetooth V1 Plus,117923₽,0,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3070,2,0,36
Мощный Игровой ПК Robotcomp Анаконда 2.0 Bluetooth V2 Plus,119300₽,0,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Мощный Игровой ПК Robotcomp Анаконда 2.0 Bluetooth V3 Plus,123476₽,0,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Мощный Игровой ПК Robotcomp Анаконда 2.0 Bluetooth V2 Plus,119300₽,0,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Мощный Игровой ПК Robotcomp Анаконда 2.0 Bluetooth V3 Plus,123476₽,0,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Мощный Игровой Компьютер Robotcomp Анаконда 2.0 Bluetooth V3,142142₽,0,4.7,Intel Core i5,10,1,16,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Мощный Игровой Компьютер Robotcomp Анаконда 2.0 Bluetooth V1,116437₽,0,4.7,Intel Core i5,10,1,16,,1000.0,NVIDIA GeForce RTX 3070,2,0,36
Мощный Игровой Компьютер Robotcomp Анаконда 2.0 Bluetooth V3,142142₽,Купили менее 5 раз,4.7,Intel Core i5,10,1,16,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Мощный Игровой Компьютер Robotcomp Анаконда 2.0 Bluetooth V2,115580₽,0,4.7,Intel Core i5,10,1,16,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Мощный Игровой ПК Robotcomp Анаконда 2.0 Bluetooth V1 Plus,117923₽,0,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3070,2,0,36
Мощный Игровой Компьютер Robotcomp Анаконда 2.0 Bluetooth V1,116437₽,0,4.7,Intel Core i5,10,1,16,,1000.0,NVIDIA GeForce RTX 3070,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V1,35569₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V3 Plus,35800₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V2,37263₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V2,36664₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V2,35811₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V3,37018₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V2 Plus,32115₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V1,35569₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V3 Plus,35800₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V1 Plus,31417₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V3,37018₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V2 Plus,34792₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V1,30760₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V3,36116₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V1 Plus,31417₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V2,35811₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V1,32379₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V3 Plus,34858₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V1,30760₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V3,33375₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V3,37018₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V1,35569₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V2 Plus,33008₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V1,33998₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V3,33375₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V3,32473₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V2 Plus,32115₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V1,35569₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V2 Plus,32115₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V3 Plus,35800₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V3,38824₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт V1 Bluetooth,30760₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V1 Plus,32266₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V1 Plus,32266₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V3,33375₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V3,33375₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V2,36664₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V2,34959₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V2,34104₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V1,35569₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V2,34104₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V2,34104₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Plus,31417₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Max V2,34104₽,0,4.7,Intel Core i3,4,1,16,,1000.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V3 Plus,35800₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V2 Plus 1650,42124₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Plus 1650 V1,38854₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GTX 1650,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V2 1650,39436₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth Plus 1650 V1,38854₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GTX 1650,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth 1650 V1,40718₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GTX 1650,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth 1650 V2,39436₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth 1650 V3,42501₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V3 Plus 1650,44905₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V2 Plus 1650,42124₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V3 Plus 1650,44905₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp Старт Bluetooth 1650 V1,40718₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GTX 1650,2,0,36
Игровой Компьютер Robotcomp Старт Bluetooth V3 1650,42501₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Системный блок ПК CompDay Favorite,38710₽,0,4.2,Intel Pentium,2,1,8,,500.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Meteor,41769₽,0,4.2,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Каскад,48276₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay General,161358₽,0,4.2,Intel Core i7,12,1,16,1000,500.0,NVIDIA GeForce RTX 3080,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Киборг,36065₽,0,4.2,AMD Ryzen 5,6,1,8,,250.0,AMD Radeon Vega 7,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Герань,50279₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Space,78270₽,0,4.2,Intel Core i5,6,1,8,,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Рубеж,62975₽,0,4.2,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GTX 1660,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Predator,55270₽,0,4.2,AMD Ryzen 3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Спутник,80605₽,0,4.2,Intel Core i5,6,1,8,,500.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Опора,64827₽,Купили менее 5 раз,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Turbo,40274₽,0,4.2,Intel Core i3,4,1,16,,250.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Турбо,96613₽,0,4.2,Intel Core i7,8,1,16,1000,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Professor,37905₽,0,4.2,Intel Pentium,2,1,8,,500.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Янычар,31671₽,0,4.2,AMD Athlon,2,1,16,,250.0,AMD Radeon Vega 3,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Маршал,38365₽,0,4.2,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon Vega 7,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Ataman,38365₽,0,4.2,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon Vega 7,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Падишах,59801₽,0,4.2,Intel Core i5,6,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Диверсант,96118₽,0,4.2,Intel Core i7,8,1,8,,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Pilgrim,36870₽,0,4.2,AMD Ryzen 5,6,1,8,,250.0,AMD Radeon Vega 7,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Чемпион,69864₽,0,4.2,Intel Core i5,6,1,8,,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Лев,50210₽,0,4.2,AMD Ryzen 3,4,1,8,,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Cruiser,74349₽,0,4.2,Intel Core i5,6,1,16,1000,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Ратник,50624₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Стильный,63629₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Caesar,64585₽,0,4.2,AMD Ryzen 5,6,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Варан,48391₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Скорость,75729₽,Купили менее 5 раз,4.2,Intel Core i5,6,1,8,,500.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Eagle,64643₽,0,4.2,AMD Ryzen 3,4,1,8,,120.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Воевода,74579₽,Купили менее 5 раз,4.2,Intel Core i5,6,1,16,1000,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Achilles,49129₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Валькирия,38135₽,0,4.2,AMD Ryzen 5,6,1,8,,500.0,AMD Radeon Vega 7,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Tiger,111563₽,Купили менее 5 раз,4.2,Intel Core i7,12,1,16,1000,500.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Falcon,54925₽,0,4.2,AMD Ryzen 3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Луч,79535₽,0,4.2,Intel Core i5,6,1,8,,500.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Карлик,39469₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Герой,98418₽,0,4.2,Intel Core i7,8,1,16,,500.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Скала,59525₽,0,4.2,AMD Ryzen 5,6,1,8,,120.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Статус,41309₽,0,4.2,Intel Core i3,4,1,16,,250.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Разработчик,59410₽,0,4.2,Intel Core i5,6,1,8,,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Берсерк,63169₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Спектр,65172₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Корсар,63033₽,0,4.2,Intel Core i5,6,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Сапсан,85688₽,0,4.2,AMD Ryzen 5,6,1,16,1000,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Колибри,59870₽,Купили менее 5 раз,4.2,AMD Ryzen 5,6,1,8,,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Волк,62343₽,0,4.2,Intel Core i5,6,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Сапсан,29831₽,0,4.2,AMD Athlon,2,1,8,,250.0,AMD Radeon Vega 3,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Заряд,64827₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Козак,50049₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Шквал,55224₽,0,4.2,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Expert,38940₽,0,4.2,Intel Pentium,2,1,16,,500.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Пилигрим,47931₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Технолог,91530₽,0,4.2,Intel Core i5,6,1,16,1000,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Сержант,38940₽,0,4.2,Intel Pentium,2,1,16,,500.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Марс,93508₽,0,4.2,Intel Core i7,8,1,8,,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК Shooter,35052₽,0,4.2,AMD Ryzen 5,6,1,8,,500.0,AMD Radeon Vega 7,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Эйнштейн,68139₽,Купили менее 5 раз,4.2,Intel Core i5,6,1,8,,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Hawk,54005₽,0,4.2,AMD Ryzen 3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Робот,69082₽,0,4.2,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Берендей,63550₽,0,4.2,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GTX 1660,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Базовый,52223₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Железный,64068₽,0,4.2,AMD Ryzen 3,4,1,8,,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay One,47586₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Anaconda,136058₽,0,4.2,Intel Core i7,12,1,16,1000,500.0,NVIDIA GeForce RTX 3070,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Фаворит,38710₽,0,4.2,Intel Pentium,2,1,16,,500.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Север,98223₽,0,4.2,Intel Core i7,8,1,16,1000,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Viking,49196₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Смелый,55569₽,0,4.2,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Метеор,79420₽,0,4.2,Intel Core i5,6,1,8,,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Дипломат,57973₽,0,4.2,Intel Core i5,6,1,8,,120.0,NVIDIA GeForce GTX 1650,0,не указано,36
