title,price,sales,seller_rating,CPU,cores,RAM,size_of_RAM_GB,size_of_HDD_GB,size_of_SSD_GB,Видеопроцессор,Операционная система,Страна производства,Гарантийный срок(мес.)
Игровой компьютер Roo24 i7 Furia,75107₽,Купили менее 5 раз,4.7,Intel Core i7,8,1,16,,250.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 i7 Asgard,76281₽,0,4.7,Intel Core i7,8,1,16,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 i5 Banshee,77127₽,0,4.7,Intel Core i5,6,1,16,,250.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой компьютер Roo24 i7 Beowulf,74325₽,0,4.7,Intel Core i7,8,1,8,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 i7 Cerberus,78237₽,0,4.7,Intel Core i7,8,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 i7 Guardian,76281₽,0,4.7,Intel Core i7,8,1,8,1000,250.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 i7 Gargoyle,77455₽,0,4.7,Intel Core i7,8,1,8,1000,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,51638₽,0,4.7,Intel Core i5,4,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 i3 NightWolf,48786₽,0,4.7,Intel Core i3,4,1,16,1000,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 i7 Mirage,76822₽,Купили менее 5 раз,4.7,Intel Core i7,8,1,16,1000,500.0,NVIDIA GeForce GTX 1650,0,0,36
Офисный компьютер Roo24 Office 10100,25491₽,Купили более 80 раз,4.7,Intel Core i3,4,1,8,,500.0,Intel HD Graphics,0,0,36
Игровой компьютер Roo24 i3 10100F/1030,36864₽,Купили более 5 раз,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой компьютер Roo24 i3 Gaming R3-A,36322₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,8,1000,120.0,NVIDIA GeForce GT 1030,0,0,36
Игровой компьютер Roo24 i3 10100F/GT1030,35183₽,Купили более 10 раз,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,47689₽,0,4.7,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,49968₽,0,4.7,Intel Core i3,4,1,8,1000,250.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 i3 GTX 1050Ti ,46923₽,Купили более 20 раз,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GTX 1050,0,0,36
Игровой компьютер Roo24 i3 Gaming R3-A,36864₽,Купили более 20 раз,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой компьютер Roo24 i3 Gaming R3-A,37794₽,Купили более 20 раз,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus i5/1050Ti,47504₽,Купили более 20 раз,4.7,Intel Core i5,6,1,16,1000,250.0,NVIDIA GeForce GTX 1050,0,0,36
Игровой компьютер Roo24 i3 Maverick,44310₽,Купили более 10 раз,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GTX 1050,0,0,36
Игровой компьютер Roo24 i3 Gaming R3-A,38715₽,0,4.7,Intel Core i3,4,1,8,1000,250.0,NVIDIA GeForce GT 1030,0,0,36
Игровой компьютер Roo24 i3 NightWolf,41704₽,Купили более 10 раз,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GTX 1050,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,49148₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,16,1000,120.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,49853₽,0,4.7,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,47129₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,46123₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,49317₽,0,4.7,Intel Core i3,4,1,8,1000,250.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,48942₽,0,4.7,Intel Core i3,4,1,8,1000,120.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 i5 Gaming R3-A,41109₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,16,,120.0,NVIDIA GeForce GT 1030,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,52418₽,Купили более 20 раз,4.7,Intel Core i5,6,1,16,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,54122₽,Купили более 10 раз,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,41968₽,Купили более 100 раз,4.7,Intel Core i5,6,1,16,,250.0,NVIDIA GeForce GT 1030,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,47167₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,120.0,NVIDIA GeForce GT 1030,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,45142₽,Купили более 10 раз,4.7,Intel Core i5,6,1,32,,250.0,NVIDIA GeForce GT 1030,0,0,36
Игровой компьютер Roo24 i5 Calypso,45752₽,Купили более 5 раз,4.7,Intel Core i5,6,1,32,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой компьютер Roo24 i5 10400F/1030,50451₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce GT 1030,0,0,36
Игровой компьютер Roo24 i5 10400F/H510/32Gb DDR4/GTX1050Ti 4Gb/SSD 120Gb/Wi-Fi/Windows 10,49644₽,0,4.7,Intel Core i5,6,1,32,,120.0,NVIDIA GeForce GTX 1050,0,0,36
Игровой компьютер Roo24 i5 Syrax,50597₽,Купили более 5 раз,4.7,Intel Core i5,6,1,32,,250.0,NVIDIA GeForce GTX 1050,0,0,36
Игровой компьютер Roo24 i5 10400F/H510/32Gb DDR4/GTX1050Ti 4Gb/SSD 480Gb/Wi-Fi/Windows 10,51252₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,500.0,NVIDIA GeForce GTX 1050,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,53532₽,Купили более 5 раз,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce GTX 1050,0,0,36
Игровой компьютер Roo24 i5 10400F/H510/32Gb DDR4/GTX1650 4Gb/SSD 120Gb/Wi-Fi/Windows 10,59802₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,120.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 Gaming R3-A,41773₽,Купили более 10 раз,4.7,Intel Core i5,6,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой компьютер Roo24 i5 Cannavaro,60215₽,0,4.7,Intel Core i5,6,1,32,,250.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,53910₽,Купили более 20 раз,4.7,Intel Core i5,6,1,16,,250.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp Alligator Mini V2 Plus,35330₽,Купили менее 5 раз,4.7,AMD Ryzen 5,6,1,32,,500.0,AMD Radeon Vega 7,0,0,36
Игровой Компьютер Robotcomp Alligator Mini V3 Plus,39412₽,Купили более 20 раз,4.7,AMD Ryzen 5,6,1,32,,500.0,AMD Radeon Vega 7,0,0,36
Игровой Компьютер Robotcomp Pantera V1,79046₽,Купили менее 5 раз,4.7,AMD Ryzen 5,6,1,16,,500.0,NVIDIA GeForce RTX 3050,2,0,36
Игровой Компьютер Robotcomp Pantera V2,84183₽,Купили менее 5 раз,4.7,AMD Ryzen 5,6,1,16,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой Компьютер Robotcomp Pantera V3,77694₽,0,4.7,AMD Ryzen 5,6,1,16,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой Компьютер Robotcomp Pantera V1 Plus,84913₽,0,4.7,AMD Ryzen 5,6,1,32,,500.0,NVIDIA GeForce RTX 3050,2,0,36
Мощный Компьютер Robotcomp Pantera V2 Plus,77763₽,Купили менее 5 раз,4.7,AMD Ryzen 5,6,1,32,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Мощный Компьютер Robotcomp Pantera V3 Plus,81055₽,Купили более 10 раз,4.7,AMD Ryzen 5,6,1,32,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 i5 12400F / GT1030 2Gb,52370₽,0,4.7,Intel Core i5,6,1,8,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой компьютер Roo24 i5-12400F / GTX1050Ti,60627₽,0,4.7,Intel Core i5,6,1,8,,500.0,NVIDIA GeForce GTX 1050,0,0,36
Игровой компьютер Roo24 i5 12600 / GTX1650 ,71188₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,8,1000,250.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp ТУ 160 V2,98470₽,Купили более 5 раз,4.7,Intel Core i5,10,1,16,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой Компьютер Robotcomp ТУ 160 V3,102703₽,Купили менее 5 раз,4.7,Intel Core i5,10,1,16,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
"Бесшумный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb",59510₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,3,0,12
"Бесшумный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb",62440₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,3,0,12
"Бесшумный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb",72690₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,0,0,12
"Бесшумный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb",75620₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,0,0,12
"Бесшумный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb",72700₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,0,0,12
"Бесшумный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 240 Gb",56590₽,0,5.0,,2,1,8,,250.0,Intel HD Graphics 530,3,0,12
"Бесшумный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb",60310₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,3,0,12
"Бесшумный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb",63240₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,3,0,12
Игровой компьютер Roo24 i3 Smoant,63749₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,16,1000,120.0,NVIDIA GeForce GTX 1660,0,0,36
Игровой компьютер Roo24 i3 12100F,64632₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1660,0,0,36
Игровой компьютер Roo24 i3 12100F/ RTX2060 ,66755₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce RTX 2060,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,69584₽,0,4.7,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce RTX 2060,0,0,36
Игровой компьютер Roo24 i3 Achilles,83424₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce RTX 2060,0,0,36
"Бесшумный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 240 Gb",57390₽,0,5.0,,2,1,8,,250.0,Intel HD Graphics 530,3,0,12
"Бесшумный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb",59580₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,3,0,12
"Бесшумный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 240 Gb",56660₽,0,5.0,,2,1,8,,250.0,Intel HD Graphics 530,3,0,12
"Бесшумный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb",76420₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,0,0,12
"Бесшумный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb",75690₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,0,0,12
"Бесшумный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb",60320₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,3,0,12
"Бесшумный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb",59590₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,3,0,12
"Бесшумный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb",59520₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,3,0,12
"Бесшумный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb",62510₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,3,0,12
"Бесшумный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb",73490₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,0,0,12
"Бесшумный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb",72760₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,0,0,12
"Бесшумный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb",73500₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,0,0,12
"Бесшумный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb",72770₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,0,0,12
"Безвентиляторный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb, Wi-Fi",66900₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,3,0,12
"Безвентиляторный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb, Wi-Fi",66170₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,3,0,12
"Безвентиляторный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb, Wi-Fi",66100₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,3,0,12
"Тихий компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb, DVD, Wi-Fi",79210₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,0,0,12
"Тихий компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb, DVD, Wi-Fi",78480₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,0,0,12
"Тихий компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb, DVD, Wi-Fi",78410₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,0,0,12
"Тихий компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 240 Gb, DVD, Wi-Fi",63100₽,0,5.0,,2,1,8,,250.0,Intel HD Graphics 530,3,0,12
"Тихий компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 240 Gb, DVD, Wi-Fi",62370₽,0,5.0,,2,1,8,,250.0,Intel HD Graphics 530,3,0,12
"Тихий компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 240 Gb, DVD, Wi-Fi",62300₽,0,5.0,,2,1,8,,250.0,Intel HD Graphics 530,3,0,12
"Безвентиляторный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb, Wi-Fi",63980₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,3,0,12
"Безвентиляторный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb, Wi-Fi",63250₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,3,0,12
"Безвентиляторный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb, Wi-Fi",63180₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,3,0,12
"Тихий компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb, DVD, Wi-Fi",66020₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,3,0,12
"Тихий компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb, DVD, Wi-Fi",65290₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,3,0,12
"Тихий компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb, DVD, Wi-Fi",65220₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,3,0,12
"Тихий компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb, DVD, Wi-Fi",79200₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,0,0,12
"Тихий компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb, DVD, Wi-Fi",78470₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,0,0,12
"Тихий компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb, DVD, Wi-Fi",78400₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,0,0,12
"Тихий компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb, DVD, Wi-Fi",68950₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,3,0,12
"Тихий компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb, DVD, Wi-Fi",68220₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,3,0,12
"Тихий компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb, DVD, Wi-Fi",66030₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,3,0,12
"Тихий компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb, DVD, Wi-Fi",68150₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,3,0,12
"Тихий компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb, DVD, Wi-Fi",65300₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,3,0,12
"Тихий компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb, DVD, Wi-Fi",65230₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,3,0,12
"Безвентиляторный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 8 Gb, 240 Gb, Wi-Fi",74230₽,0,5.0,,2,1,8,,250.0,Intel HD Graphics 530,0,0,12
"Безвентиляторный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 8 Gb, 240 Gb, Wi-Fi",73500₽,0,5.0,,2,1,8,,250.0,Intel HD Graphics 530,0,0,12
"Безвентиляторный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 8 Gb, 240 Gb, Wi-Fi",73430₽,0,5.0,,2,1,8,,250.0,Intel HD Graphics 530,0,0,12
"Тихий компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb, DVD, Wi-Fi",82130₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,0,0,12
"Тихий компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb, DVD, Wi-Fi",81400₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,0,0,12
"Тихий компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 480 Gb, DVD, Wi-Fi",81330₽,0,5.0,,2,1,16,,500.0,Intel HD Graphics 530,0,0,12
"Безвентиляторный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb, Wi-Fi",77160₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,0,0,12
"Безвентиляторный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb, Wi-Fi",76430₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,0,0,12
"Безвентиляторный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 16 Gb, 240 Gb, Wi-Fi",76360₽,0,5.0,,2,1,16,,250.0,Intel HD Graphics 530,0,0,12
"Безвентиляторный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb, Wi-Fi",63970₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,3,0,12
"Безвентиляторный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb, Wi-Fi",63240₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,3,0,12
"Безвентиляторный компьютер. No Windows, I3-6100T 2 Core (3.2 GHz), 8 Gb, 480 Gb, Wi-Fi",63170₽,0,5.0,,2,1,8,,500.0,Intel HD Graphics 530,3,0,12
"Бесшумный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 8 Gb, 240 Gb",70570₽,0,5.0,,2,1,8,,250.0,Intel HD Graphics 530,0,0,12
"Бесшумный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 8 Gb, 240 Gb",69840₽,0,5.0,,2,1,8,,250.0,Intel HD Graphics 530,0,0,12
"Бесшумный компьютер. Windows 10 Home, I3-6100T 2 Core (3.2 GHz), 8 Gb, 240 Gb",69770₽,0,5.0,,2,1,8,,250.0,Intel HD Graphics 530,0,0,12
